Assessment ID,Species or Taxon,Common Names,Year Assessed,Countries,Publication,Criteria system,Status,Publication citation,Scope
94186,"Miniopterus pusillus Dobson, 1876",Nicobar Long-fingered Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94189,"Miniopterus pusillus Dobson, 1876",Nicobar Long-fingered Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Critically Endangered
CR","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94194,"Miniopterus schreibersii (Kuhl, 1819)","Sinhalese: Schreibersgedik-angeli wawula, English: Schreiber's Long-fingered Bat",2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94190,"Miniopterus schreibersii (Kuhl, 1819)","Sinhalese: Schreibersgedik-angeli wawula, English: Schreiber's Long-fingered Bat",2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94199,"Murina aurata Milne-Edwards, 1872","Little Tube-nosed Bat, Tibetan Tube-nosed Bat",2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94197,"Murina aurata Milne-Edwards, 1872","Little Tube-nosed Bat, Tibetan Tube-nosed Bat",2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94215,"Murina cyclotis Dobson, 1872",Round-eared Tube-nosed Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94212,"Murina cyclotis Dobson, 1872",Round-eared Tube-nosed Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94203,"Murina huttonii (Peters, 1872)",Hutton's Tube-nosed Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Data Deficient
DD","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94200,"Murina huttonii (Peters, 1872)",Hutton's Tube-nosed Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94207,"Murina leucogaster Milne-Edwards, 1872",Greater Tube-nosed Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94205,"Murina leucogaster Milne-Edwards, 1872",Greater Tube-nosed Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94208,"Murina tubinaris (Scully, 1881)",Scully's Tube-nosed Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94254,"Myotis blythii (Tomes, 1857)",Lesser Mouse-eared Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94251,"Myotis blythii (Tomes, 1857)",Lesser Mouse-eared Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94235,"Myotis formosus (Hodgson, 1835)",Bengali: Hodgsoner Chamchika English: Hodgson's Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94231,"Myotis formosus (Hodgson, 1835)",Bengali: Hodgsoner Chamchika English: Hodgson's Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94256,"Myotis hasseltii (Temminck, 1840)","Sinhalese: Van Hassltge Dumburce Wavula English: Lesser Large-tooth Bat, The Brown Bat, Van Hasselt's Bat",2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94245,"Myotis longipes (Dobson, 1873)",Kashmir Cave Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94241,"Myotis longipes (Dobson, 1873)",Kashmir Cave Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94223,"Myotis montivagus (Dobson, 1874)",Burmese Whiskered Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94220,"Myotis muricola (Gray, 1846)",Nepalese Whiskered Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94217,"Myotis muricola (Gray, 1846)",Nepalese Whiskered Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94249,"Myotis mystacinus (Kuhl, 1817)",Whiskered Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94246,"Myotis mystacinus (Kuhl, 1817)",Whiskered Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94229,"Myotis sicarius Thomas, 1915",Mandelli's Mouse-eared Bat,2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94227,"Myotis sicarius Thomas, 1915",Mandelli's Mouse-eared Bat,2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94240,"Myotis siligorensis (Horsfield, 1855)","Himalayan Whiskered Bat, Siliguri Bat",2002,Nepal,Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",National
94237,"Myotis siligorensis (Horsfield, 1855)","Himalayan Whiskered Bat, Siliguri Bat",2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
94265,"Nyctalus leisleri (Kuhl, 1817)","Hairy-armed Bat, Leisler's Bat",2002,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Endangered
EN","Molur, S., G. Marimuthu, C. Srinivasulu, S. Mistry, A.M. Hutson, P.J.J. Bates, S. Walker, K. Padma Priya and A.R. Binu Priya, editors. 2002. Status of South Asian Chiroptera: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation, CBSG South Asia and WILD, Coimbatore, India.",Regional (multi-national)
